,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
16SBurbankLow,0.928058842,0.854363853,0.796527439,0.875572741,0.825140761,0.727103841,0.756806182,0.792662205,0.806448465,0.929219911,0.910337727,0.756189498,0.769915147,0.674629574,0.804331678,0.792068268,0.814962572,0.802824353,0.812892167,0.757858491,0.917857107,0.744780612,0.86757751,0.811296475,0.851704109,0.754272815,0.763714003,0.836103741,0.791091344,0,0.821088124,0.826883723,0.946564885,0.77357729,0.796585725,0.804026519,0.844688447,0.785145724,0.815471345,0.659388816,0.721628129,0.770964977,0.813585307,0.863819755,0.769667225,0.762939688,0.845831464,0.799030704,0.765954751,0.736625159,0.802356342,0.805015704,0.786467309,0.754833944,0.812594425,0.771229182,0.772160104,0.733856733,0.773650795
16SCor_C_135High,0.979961876,0.736584606,0.78639995,0.919105106,0.858322638,0.871853174,0.679005243,0.907936716,0.80968722,0.901416643,0.912121212,0.741410663,0.756221226,0.716324615,0.820906339,0.682995492,0.848098565,0.834061757,0.886602999,0.965023242,0.949795599,0.836069912,0.907483547,0.806380886,0.883596533,0.824004265,0.720899492,0.866565226,0.600950379,0.821088124,0,0.522010877,0.920341991,0.80988733,0.549478502,0.540884085,0.584254722,0.517847104,0.597106019,0.885105504,0.561732502,0.759625135,0.56205628,0.550004283,0.524805387,0.513731635,0.881713098,0.853514413,0.547024333,0.827187771,0.910679155,0.736603911,0.778122058,0.531123653,0.598517092,0.496206074,0.516518046,0.632518182,0.521395961
16SCor_C_135Low,0.972190694,0.783402879,0.803470653,0.943910953,0.891188939,0.843962396,0.706839348,0.910657448,0.849944183,0.923650682,0.848161257,0.687445779,0.824219707,0.794357772,0.83618068,0.70843997,0.838805611,0.864224029,0.921624303,0.922177522,0.959670908,0.833460737,0.960499481,0.77906609,0.893833783,0.838359109,0.735049921,0.845205488,0.620771932,0.826883723,0.522010877,0,0.946564885,0.811232379,0.567377647,0.434662778,0.457840264,0.432799251,0.555702529,0.879303031,0.567969627,0.709056887,0.396975191,0.469304373,0.443718855,0.493319804,0.89736992,0.863967095,0.532678186,0.806936911,0.877320208,0.725335018,0.767391504,0.462649921,0.591979469,0.501192623,0.436946185,0.584404792,0.449226207
16SCor_C_56High,0.99758162,0.946564885,0.946564885,0.974707432,0.941633624,0.946564885,0.930646388,0.962580645,0.946564885,0.946564885,0.946564885,0.946564885,0.946564885,0.897995935,0.946564885,0.946564885,0.946564885,0.946564885,1,1,1,0.946564885,0.972014925,0.946564885,0.946591708,0.946564885,0.942517792,0.946564885,0.940406312,0.946564885,0.920341991,0.946564885,0,0.937376524,0.946564885,0.946564885,0.946564885,0.946564885,0.946564885,0.956521739,0.946564885,0.946564885,0.946564885,0.946564885,0.946564885,0.943252165,0.985089463,0.946564885,0.943030181,0.946564885,0.955675676,0.946564885,0.946564885,0.946564885,0.946564885,0.927517266,0.946564885,0.946564885,0.938388779
16SCor_C_56Low,0.810514447,0.772467173,0.790761805,0.870577453,0.796015762,0.803841586,0.789164002,0.85578427,0.788610885,0.862090023,0.906182298,0.7915173,0.751705153,0.768364745,0.76228417,0.789321851,0.733819891,0.761927349,0.746826496,0.943044372,0.941805628,0.796068911,0.890941308,0.716416747,0.838138506,0.718205021,0.764515881,0.689019512,0.745926991,0.77357729,0.80988733,0.811232379,0.937376524,0,0.760550134,0.761138621,0.849447035,0.799879064,0.860164625,0.84824379,0.799475252,0.725034803,0.824218273,0.858759427,0.809251779,0.781011479,0.77629169,0.835741799,0.766035083,0.846781778,0.844478606,0.806681902,0.779454509,0.837174665,0.828349543,0.755356227,0.805481148,0.7721153,0.777931799
16SCor_C_95High,0.970570544,0.662842831,0.78755283,0.916553344,0.764279537,0.864705888,0.695022887,0.881479861,0.761165959,0.722129793,0.912121212,0.716965214,0.722886223,0.678059202,0.782818923,0.697947139,0.834914544,0.840039741,0.91226069,0.958568738,0.958958623,0.780935326,0.929628078,0.806019367,0.741391427,0.745974344,0.605015421,0.836800774,0.601553036,0.796585725,0.549478502,0.567377647,0.946564885,0.760550134,0,0.529142453,0.555454824,0.572117289,0.629001883,0.868974686,0.592716482,0.724662987,0.598870056,0.632591954,0.617182137,0.555122289,0.785440796,0.858035127,0.57754684,0.810445296,0.90019036,0.736862797,0.787141948,0.596045198,0.627428179,0.522266006,0.596045198,0.618946877,0.545373753
16SCor_C_95Low,0.883391635,0.745930431,0.802249846,0.827297552,0.842869948,0.750479581,0.722389454,0.84496071,0.80658478,0.869459414,0.886698692,0.67762761,0.756049895,0.765616524,0.725118981,0.696648638,0.847517375,0.822626058,0.875792927,0.950328308,0.894459089,0.809708723,0.887165545,0.796167869,0.85986716,0.75336968,0.721518649,0.81887862,0.622713738,0.804026519,0.540884085,0.434662778,0.946564885,0.761138621,0.529142453,0,0.494179775,0.418573578,0.554703778,0.876684909,0.606354082,0.73157297,0.450157245,0.502387881,0.464892694,0.458568161,0.806906376,0.84817955,0.551211301,0.807189227,0.879520879,0.672132936,0.73978178,0.469225724,0.604118971,0.474763226,0.47116581,0.600039535,0.417430021
16SEBS_1797High,0.99758162,0.822335025,0.85713843,0.951673278,0.903814489,0.888530905,0.734821253,0.946451613,0.846711604,0.944785276,0.912121212,0.797843767,0.731368635,0.845620121,0.877016093,0.737986379,0.895178197,0.89664085,0.975369995,0.971223022,0.996744792,0.878792965,0.95347506,0.855812033,0.77582572,0.833598818,0.82628148,0.914327917,0.645426346,0.844688447,0.584254722,0.457840264,0.946564885,0.849447035,0.555454824,0.494179775,0,0.478055345,0.626535627,0.88853904,0.668854075,0.794671831,0.456527046,0.520472871,0.506646961,0.501354915,0.927291257,0.89028621,0.618571953,0.866824223,0.908108108,0.73147526,0.794325094,0.508862092,0.644560597,0.533260783,0.539915932,0.686747308,0.537935228
16SEBS_1797Low,0.943586853,0.797670781,0.858462827,0.905860335,0.911480727,0.856056781,0.726716529,0.903369017,0.883632824,0.939250221,0.886290954,0.737241989,0.82008833,0.811210552,0.836433394,0.744485981,0.852095601,0.889779032,0.932707881,0.956917404,0.948536246,0.862496083,0.928684528,0.821306687,0.919887561,0.835801618,0.764368944,0.896356104,0.601052347,0.785145724,0.517847104,0.432799251,0.946564885,0.799879064,0.572117289,0.418573578,0.478055345,0,0.498072679,0.811706093,0.608135213,0.778165845,0.423454563,0.511082522,0.476326019,0.47824613,0.824542889,0.87424111,0.567215796,0.81881806,0.875706673,0.68044371,0.746163855,0.463106694,0.567692175,0.492558933,0.465699551,0.565268945,0.454542989
16SGarnetHigh,0.953136512,0.813451777,0.877809945,0.953201875,0.9208913,0.821438815,0.746393038,0.855368038,0.904542519,0.944785276,0.865151515,0.766651264,0.879387364,0.832764011,0.852865886,0.774954596,0.833753136,0.912307551,0.938574939,0.938574939,0.95947517,0.874094541,0.960905985,0.848059455,0.946591708,0.85950156,0.78826948,0.893648449,0.667467968,0.815471345,0.597106019,0.555702529,0.946564885,0.860164625,0.629001883,0.554703778,0.626535627,0.498072679,0,0.837231789,0.600686697,0.809049137,0.483178615,0.596127351,0.605012448,0.590937324,0.783324946,0.893755421,0.583910417,0.750390855,0.822997543,0.682424623,0.778352631,0.447730559,0.650804701,0.559318321,0.557187157,0.633932085,0.540832828
16SGarnetLow,0.931790187,0.891045599,0.876792479,0.889124945,0.832563629,0.67952095,0.787850248,0.799400638,0.836610376,0.925906365,0.918460159,0.797822237,0.830074703,0.670913568,0.889819169,0.825221664,0.877857917,0.815924098,0.869894961,0.719835576,0.950866837,0.762210882,0.852479812,0.86603666,0.792066972,0.810908122,0.837157962,0.863387504,0.743394044,0.659388816,0.885105504,0.879303031,0.956521739,0.84824379,0.868974686,0.876684909,0.88853904,0.811706093,0.837231789,0,0.811607536,0.843289991,0.863400528,0.874647596,0.880121635,0.832660458,0.825098611,0.824073548,0.860860481,0.816179558,0.750905701,0.830066697,0.794483188,0.804923496,0.889317043,0.829868343,0.859307096,0.771571682,0.812238401
16SHAO_58High,0.955816432,0.754333968,0.769959995,0.856559497,0.796759498,0.800101648,0.608319738,0.828029209,0.762607759,0.90468464,0.871361014,0.694416739,0.728306378,0.715704137,0.7926001,0.617843473,0.81181102,0.806342677,0.84841796,0.90282532,0.931735718,0.752586006,0.883792773,0.795687966,0.886000559,0.757865449,0.65798386,0.798011043,0.604469436,0.721628129,0.561732502,0.567969627,0.946564885,0.799475252,0.592716482,0.606354082,0.668854075,0.608135213,0.600686697,0.811607536,0,0.734973997,0.606611005,0.65650504,0.567985346,0.564658656,0.89443313,0.842203605,0.569295566,0.764603978,0.831147397,0.72732303,0.720185244,0.580186566,0.615350326,0.613712504,0.558164109,0.59602473,0.548354013
16SHAO_58Low,0.940077358,0.77572272,0.773999033,0.906545551,0.850212509,0.759036661,0.709349717,0.880052275,0.816812666,0.907824988,0.903020458,0.707461589,0.807262012,0.773777153,0.760427304,0.718645547,0.832370726,0.825113745,0.920405612,0.930345392,0.930847419,0.830045451,0.894321628,0.770676206,0.793663932,0.791712493,0.723686809,0.830958633,0.68858501,0.770964977,0.759625135,0.709056887,0.946564885,0.725034803,0.724662987,0.73157297,0.794671831,0.778165845,0.809049137,0.843289991,0.734973997,0,0.788879478,0.770745455,0.736631005,0.718189707,0.838708925,0.838360195,0.684331294,0.763613366,0.829447012,0.783202834,0.758827177,0.719020813,0.737147055,0.700269752,0.64372337,0.696067345,0.717224542
16SHAO_76Low,0.938454156,0.820735638,0.872239967,0.912696341,0.903779869,0.810374292,0.755084885,0.846685407,0.899298261,0.944785276,0.912121212,0.770354673,0.826206177,0.83646742,0.84196845,0.759164912,0.837456545,0.891672631,0.901884369,0.942278348,0.963815052,0.86239113,0.921121443,0.848059455,0.946591708,0.806062697,0.790276492,0.874446086,0.654779356,0.813585307,0.56205628,0.396975191,0.946564885,0.824218273,0.598870056,0.450157245,0.456527046,0.423454563,0.483178615,0.863400528,0.606611005,0.788879478,0,0.540634864,0.517067422,0.482520824,0.814628223,0.920208153,0.618490201,0.83141857,0.890587541,0.703728375,0.776315031,0.445707703,0.647649987,0.548725909,0.504038251,0.659125983,0.475655051
16SHHA_6451High,0.981898483,0.78200434,0.825448046,0.932958843,0.895647966,0.906327166,0.763310162,0.962580645,0.857671849,0.92245277,0.86243856,0.790235134,0.870990703,0.793366749,0.865581022,0.70460422,0.895178197,0.859837217,0.986574795,0.980725624,0.992621528,0.855787971,0.969169397,0.84956085,0.887789488,0.896480844,0.759972344,0.905768325,0.654096903,0.863819755,0.550004283,0.469304373,0.946564885,0.858759427,0.632591954,0.502387881,0.520472871,0.511082522,0.596127351,0.874647596,0.65650504,0.770745455,0.540634864,0,0.508712522,0.449370742,0.928058619,0.845006768,0.601756097,0.882620974,0.941621622,0.721196702,0.781016464,0.541418613,0.662627658,0.455837871,0.52146299,0.640941647,0.523128575
16SHuagalinaHigh,0.939265248,0.805515454,0.830785677,0.928915458,0.80936084,0.861264934,0.724501411,0.895950433,0.778462096,0.934081912,0.886509591,0.77138495,0.814295718,0.808950642,0.816181575,0.698924102,0.873655018,0.83880611,0.899247266,0.939868259,0.908796023,0.862824096,0.909529113,0.809093278,0.893646536,0.836750441,0.777559603,0.882702719,0.56919565,0.769667225,0.524805387,0.443718855,0.946564885,0.809251779,0.617182137,0.464892694,0.506646961,0.476326019,0.605012448,0.880121635,0.567985346,0.736631005,0.517067422,0.508712522,0,0.489746138,0.886824524,0.822616708,0.544794177,0.736121685,0.880725354,0.716898729,0.706077149,0.464133098,0.608170141,0.512781374,0.478117708,0.61574684,0.491657998
16SHuagalinaLow,0.971654295,0.797600897,0.812965226,0.886165673,0.843501822,0.856796826,0.694302348,0.871752599,0.818313038,0.933489453,0.905937467,0.747271173,0.763524472,0.752336203,0.813373222,0.654589167,0.852887991,0.811224711,0.889009567,0.936785378,0.961558859,0.802786155,0.895047948,0.783664954,0.890436533,0.794471634,0.736747382,0.845105834,0.556429623,0.762939688,0.513731635,0.493319804,0.943252165,0.781011479,0.555122289,0.458568161,0.501354915,0.47824613,0.590937324,0.832660458,0.564658656,0.718189707,0.482520824,0.449370742,0.489746138,0,0.875157747,0.814552873,0.534583139,0.800957881,0.896432526,0.71878127,0.745112182,0.489399541,0.588541914,0.405761252,0.47729341,0.59350042,0.478572124
16SNorkodahLow,0.794925476,0.944047897,0.851535929,0.851340995,0.884977642,0.82160353,0.84998384,0.85608353,0.852023273,0.929074287,0.98045063,0.874641602,0.842119502,0.864404082,0.819445719,0.893486038,0.776418277,0.876434728,0.726030087,0.911982512,0.879371569,0.857568707,0.894523766,0.807367847,0.874780507,0.78375951,0.832119267,0.738588503,0.870886879,0.845831464,0.881713098,0.89736992,0.985089463,0.77629169,0.785440796,0.806906376,0.927291257,0.824542889,0.783324946,0.825098611,0.89443313,0.838708925,0.814628223,0.928058619,0.886824524,0.875157747,0,0.855378842,0.851868599,0.838884296,0.859572428,0.858382408,0.834617021,0.859563354,0.9524042,0.865613718,0.905327534,0.800106042,0.754952042
16SP_CachoHigh,0.95216985,0.772348453,0.754066286,0.889168471,0.817978781,0.830234101,0.782643932,0.871894301,0.763848303,0.879303923,0.834345186,0.870163487,0.786692798,0.789245447,0.826705086,0.763196962,0.894189072,0.82583693,0.911284576,0.952298352,0.948357297,0.792177455,0.877176298,0.855295094,0.806188324,0.83107154,0.756047803,0.872101038,0.758723313,0.799030704,0.853514413,0.863967095,0.946564885,0.835741799,0.858035127,0.84817955,0.89028621,0.87424111,0.893755421,0.824073548,0.842203605,0.838360195,0.920208153,0.845006768,0.822616708,0.814552873,0.855378842,0,0.798220792,0.823273729,0.895911019,0.838272467,0.785020533,0.82987602,0.849397709,0.769963787,0.866983611,0.742216797,0.844553891
16SP_CachoLow,0.93708821,0.796705204,0.803737877,0.883112764,0.849541128,0.852958368,0.68083249,0.891308327,0.782928409,0.897050203,0.883804282,0.730210311,0.808746244,0.794988676,0.755459149,0.680215897,0.801740644,0.821398383,0.880993682,0.948537962,0.891988275,0.824910668,0.894060566,0.778116876,0.865922784,0.811390274,0.72575772,0.865948403,0.588669145,0.765954751,0.547024333,0.532678186,0.943030181,0.766035083,0.57754684,0.551211301,0.618571953,0.567215796,0.583910417,0.860860481,0.569295566,0.684331294,0.618490201,0.601756097,0.544794177,0.534583139,0.851868599,0.798220792,0,0.777575116,0.865496291,0.675903214,0.716723991,0.563187183,0.597657381,0.557242349,0.546003281,0.562966511,0.53121893
16SRangerHigh,0.930195689,0.877261173,0.865403917,0.860506834,0.784911622,0.728331432,0.784379745,0.781978748,0.780845203,0.927358793,0.912121212,0.773035567,0.826479905,0.805314836,0.780696609,0.827666208,0.827800299,0.865382031,0.82415775,0.936515202,0.856245346,0.85306986,0.852748164,0.813143789,0.899480483,0.748907348,0.803267582,0.835178604,0.743215069,0.736625159,0.827187771,0.806936911,0.946564885,0.846781778,0.810445296,0.807189227,0.866824223,0.81881806,0.750390855,0.816179558,0.764603978,0.763613366,0.83141857,0.882620974,0.736121685,0.800957881,0.838884296,0.823273729,0.777575116,0,0.767312991,0.840822093,0.773837204,0.727731351,0.8519551,0.82805843,0.748990914,0.761764317,0.754982192
16SRangerLow,0.948019316,0.941621622,0.92590182,0.926178799,0.901757663,0.805782384,0.857424717,0.802655885,0.897745084,0.930810811,0.955675676,0.828985942,0.909075355,0.861609433,0.848321057,0.908472113,0.836595841,0.901613328,0.901945153,0.924324324,0.953272951,0.865945946,0.93872185,0.903636485,0.927567568,0.853925706,0.882015976,0.890683061,0.859760186,0.802356342,0.910679155,0.877320208,0.955675676,0.844478606,0.90019036,0.879520879,0.908108108,0.875706673,0.822997543,0.750905701,0.831147397,0.829447012,0.890587541,0.941621622,0.880725354,0.896432526,0.859572428,0.895911019,0.865496291,0.767312991,0,0.902569235,0.830775136,0.756436436,0.910908745,0.857708,0.859957614,0.858894261,0.833785243
16SSnowdenHigh,0.912119109,0.751646612,0.797759349,0.867398925,0.818485806,0.792747831,0.658837608,0.890934852,0.797305139,0.921774218,0.889601462,0.781717938,0.790623812,0.808988356,0.831773298,0.687672364,0.852465935,0.843931119,0.931913739,0.847494133,0.928880533,0.836088311,0.91879447,0.85737833,0.845835903,0.839572099,0.753765257,0.881426098,0.628325799,0.805015704,0.736603911,0.725335018,0.946564885,0.806681902,0.736862797,0.672132936,0.73147526,0.68044371,0.682424623,0.830066697,0.72732303,0.783202834,0.703728375,0.721196702,0.716898729,0.71878127,0.858382408,0.838272467,0.675903214,0.840822093,0.902569235,0,0.717776577,0.710191902,0.698924385,0.679790398,0.733569891,0.640297252,0.683667713
16SSnowdenLow,0.861530039,0.778791836,0.739805729,0.773624856,0.814870308,0.809395905,0.732708484,0.718231589,0.81653602,0.837349642,0.665957809,0.787631627,0.747351003,0.814949572,0.805262545,0.731764229,0.853382785,0.804074587,0.846103245,0.885745075,0.870890299,0.826953361,0.812636469,0.826823043,0.879696305,0.748181335,0.719940575,0.832700825,0.687104188,0.786467309,0.778122058,0.767391504,0.946564885,0.779454509,0.787141948,0.73978178,0.794325094,0.746163855,0.778352631,0.794483188,0.720185244,0.758827177,0.776315031,0.781016464,0.706077149,0.745112182,0.834617021,0.785020533,0.716723991,0.773837204,0.830775136,0.717776577,0,0.767923005,0.796896597,0.755888173,0.737742362,0.668071251,0.718464645
16SWAC_5High,0.945045174,0.822335025,0.858658756,0.907923401,0.879293355,0.731229142,0.714408979,0.77499868,0.870863951,0.944785276,0.912121212,0.717749434,0.798340779,0.767129823,0.810974973,0.704054425,0.827962834,0.874595282,0.881402964,0.932784636,0.942199123,0.841652789,0.921031054,0.774566474,0.931834153,0.815711831,0.777701668,0.875923191,0.623296277,0.754833944,0.531123653,0.462649921,0.946564885,0.837174665,0.596045198,0.469225724,0.508862092,0.463106694,0.447730559,0.804923496,0.580186566,0.719020813,0.445707703,0.541418613,0.464133098,0.489399541,0.859563354,0.82987602,0.563187183,0.727731351,0.756436436,0.710191902,0.767923005,0,0.601230846,0.505610334,0.451021581,0.607293751,0.482593597
16SWAC_5Low,0.97496543,0.789190191,0.824807616,0.949381343,0.891721799,0.866194633,0.729957818,0.913059653,0.847729736,0.944785276,0.881230534,0.742169237,0.857799181,0.826961506,0.855455451,0.703895861,0.856316156,0.874470033,0.959026044,0.941251245,0.953186765,0.848883819,0.947412893,0.782076257,0.895806166,0.8841557,0.772192413,0.897336009,0.59395357,0.812594425,0.598517092,0.591979469,0.946564885,0.828349543,0.627428179,0.604118971,0.644560597,0.567692175,0.650804701,0.889317043,0.615350326,0.737147055,0.647649987,0.662627658,0.608170141,0.588541914,0.9524042,0.849397709,0.597657381,0.8519551,0.910908745,0.698924385,0.796896597,0.601230846,0,0.612169929,0.594556866,0.625071889,0.629822434
16SWAC_663High,0.979147624,0.777399624,0.808412014,0.930529721,0.841847964,0.840381764,0.707606472,0.901997605,0.815840423,0.899849875,0.912121212,0.720554979,0.797268529,0.717595295,0.804301494,0.666612163,0.858837581,0.807467213,0.928433528,0.946365826,0.967494508,0.778871905,0.933886663,0.808088945,0.836910028,0.813974909,0.714748051,0.829747412,0.588487121,0.771229182,0.496206074,0.501192623,0.927517266,0.755356227,0.522266006,0.474763226,0.533260783,0.492558933,0.559318321,0.829868343,0.613712504,0.700269752,0.548725909,0.455837871,0.512781374,0.405761252,0.865613718,0.769963787,0.557242349,0.82805843,0.857708,0.679790398,0.755888173,0.505610334,0.612169929,0,0.517731546,0.60635839,0.473434669
16SWAC_663Low,0.909347289,0.77798186,0.80558072,0.88745305,0.845448448,0.846018,0.685032956,0.814488466,0.836014762,0.934095805,0.8982249,0.711637129,0.796996715,0.799616424,0.820033753,0.688044864,0.853266036,0.824709106,0.883330792,0.952564946,0.908650117,0.848246804,0.893821956,0.78344292,0.922569945,0.793186271,0.743457989,0.855076024,0.612111915,0.772160104,0.516518046,0.436946185,0.946564885,0.805481148,0.596045198,0.47116581,0.539915932,0.465699551,0.557187157,0.859307096,0.558164109,0.64372337,0.504038251,0.52146299,0.478117708,0.47729341,0.905327534,0.866983611,0.546003281,0.748990914,0.859957614,0.733569891,0.737742362,0.451021581,0.594556866,0.517731546,0,0.592411506,0.499144192
16SWac_735High,0.9406923,0.729983941,0.791743898,0.888823456,0.796032184,0.794541579,0.633365133,0.833468607,0.773529115,0.910806379,0.878327694,0.682799309,0.800273,0.765779814,0.804659622,0.65203974,0.84257758,0.831762048,0.891622928,0.903015098,0.916823932,0.758450265,0.921326073,0.778260433,0.820461941,0.785812713,0.69150493,0.819812882,0.537933518,0.733856733,0.632518182,0.584404792,0.946564885,0.7721153,0.618946877,0.600039535,0.686747308,0.565268945,0.633932085,0.771571682,0.59602473,0.696067345,0.659125983,0.640941647,0.61574684,0.59350042,0.800106042,0.742216797,0.562966511,0.761764317,0.858894261,0.640297252,0.668071251,0.607293751,0.625071889,0.60635839,0.592411506,0,0.560333958
16SWac_735Low,0.944147248,0.797080544,0.829470139,0.874392627,0.834493364,0.772324134,0.681166575,0.823810914,0.824510652,0.900292594,0.879806446,0.690846322,0.763014454,0.7213682,0.7641513,0.700273688,0.778809827,0.838653854,0.841254828,0.877474901,0.914480378,0.789496241,0.869531816,0.815527711,0.867845399,0.762861246,0.714478483,0.765284921,0.610463139,0.773650795,0.521395961,0.449226207,0.938388779,0.777931799,0.545373753,0.417430021,0.537935228,0.454542989,0.540832828,0.812238401,0.548354013,0.717224542,0.475655051,0.523128575,0.491657998,0.478572124,0.754952042,0.844553891,0.53121893,0.754982192,0.833785243,0.683667713,0.718464645,0.482593597,0.629822434,0.473434669,0.499144192,0.560333958,0
